Utterance,Sentiment,cleanText,prediction
我们公寓里最近出现了一个抄水表的女孩,neutral,我们 公寓 里 最近 出现 了 一个 抄水表 的 女孩,"{'label': 'negative', 'score': 0.8447455763816833}"
他叫小红,neutral,他 叫 小 红,"{'label': 'neutral', 'score': 0.4497813880443573}"
她怀孕了,neutral,她 怀孕 了,"{'label': 'neutral', 'score': 0.7942155599594116}"
可是男朋友跑了,neutral,可是 男朋友 跑 了,"{'label': 'negative', 'score': 0.6675761342048645}"
然后 她就疯了,neutral,然后 她 就 疯 了,"{'label': 'negative', 'score': 0.6871672868728638}"
于是她借着抄水表的名义,neutral,于是 她 借着 抄 水表 的 名义,"{'label': 'negative', 'score': 0.6104467511177063}"
挨家挨户搜索他的男朋友,neutral,挨家挨户 搜索 他 的 男朋友,"{'label': 'neutral', 'score': 0.7667512893676758}"
更诡异的是,neutral,更 诡异 的 是,"{'label': 'negative', 'score': 0.669748842716217}"
她每次抄完水表之后都会故意留下一根验孕棒在垃圾桶里,neutral,她 每次 抄 完 水表 之后 都会 故意 留下 一 根 验孕 棒 在 垃圾桶 里,"{'label': 'negative', 'score': 0.8002251386642456}"
希望有朝一日他的男朋友能够看见,neutral,希望 有朝一日 他 的 男朋友 能够 看见,"{'label': 'positive', 'score': 0.6007747650146484}"
好凄惨的故事啊,neutral,好 凄惨 的 故事 啊,"{'label': 'negative', 'score': 0.7694404125213623}"
你相信了是不是,positive,你 相信 了 是 不是,"{'label': 'negative', 'score': 0.6366456747055054}"
她为什么要留根验孕棒,neutral,她 为什么 要 留根 验孕 棒,"{'label': 'negative', 'score': 0.7324376702308655}"
怪人都这样,negative,怪人 都 这样,"{'label': 'negative', 'score': 0.7724438905715942}"
比如说蝙蝠侠里的小丑,negative,比如说 蝙蝠 侠里 的 小丑,"{'label': 'neutral', 'score': 0.4421437680721283}"
都会留一张扑克,negative,都会 留 一 张 扑克,"{'label': 'neutral', 'score': 0.3760223388671875}"
佐罗都留一下字母Z,negative,佐罗 都 留 一下 字母 Z,"{'label': 'neutral', 'score': 0.5819441080093384}"
验孕棒,negative,验孕 棒,"{'label': 'negative', 'score': 0.5821487903594971}"
就是小红的图腾啊,negative,就是 小红 的 图腾 啊,"{'label': 'positive', 'score': 0.884694516658783}"
人们还给她起了一个特别的外号,negative,人们 还给 她 起 了 一个 特别 的 外号,"{'label': 'neutral', 'score': 0.47446492314338684}"
验,negative,验,"{'label': 'neutral', 'score': 0.4782763123512268}"
孕侠,negative,孕侠,"{'label': 'negative', 'score': 0.4152824878692627}"
我觉得你的想象力和关谷绝对有一拼,negative,我 觉得 你 的 想象力 和 关谷 绝对 有 一 拼,"{'label': 'positive', 'score': 0.5401577949523926}"
你跟他说吧,neutral,你 跟 他 说 吧,"{'label': 'negative', 'score': 0.47587552666664124}"
我忙着呢 别老骚扰我子乔,negative,我 忙着 呢 别 老 骚扰 我 子乔,"{'label': 'negative', 'score': 0.6045836806297302}"
小贤,neutral,小贤,"{'label': 'negative', 'score': 0.6437239050865173}"
是我诺澜,neutral,是 我 诺澜,"{'label': 'neutral', 'score': 0.46122610569000244}"
我在你家门口 你不在家吗,neutral,我 在 你 家门口 你 不 在家 吗,"{'label': 'negative', 'score': 0.8953359723091125}"
我在 你等一下,negative,我 在 你 等 一下,"{'label': 'negative', 'score': 0.4689568281173706}"
你怎么在这儿,positive,你 怎么 在 这儿,"{'label': 'negative', 'score': 0.9187723994255066}"
干什么呢,positive,干什么 呢,"{'label': 'negative', 'score': 0.6647199392318726}"
没事,negative,没事,"{'label': 'neutral', 'score': 0.4634975790977478}"
晒被单而已,negative,晒 被 单而 已,"{'label': 'neutral', 'score': 0.3837665319442749}"
你找我啊,negative,你 找 我 啊,"{'label': 'neutral', 'score': 0.6605013608932495}"
我特地来还你衣服的,positive,我 特地 来 还 你 衣服 的,"{'label': 'neutral', 'score': 0.6123820543289185}"
一件衣服而已 你何必亲自送呢,negative,一 件 衣服 而已 你 何必 亲自 送 呢,"{'label': 'neutral', 'score': 0.696892499923706}"
其实我是来跟你说sorry的,negative,其实 我 是 来 跟 你 说 sorry 的,"{'label': 'neutral', 'score': 0.501352846622467}"
Sorry,negative,Sorry,"{'label': 'positive', 'score': 0.5457102060317993}"
为什么,negative,为什么,"{'label': 'negative', 'score': 0.5365131497383118}"
那天你帮我按摩的时候,neutral,那天 你 帮 我 按摩 的 时候,"{'label': 'neutral', 'score': 0.4504174590110779}"
我亲了你,positive,我 亲 了 你,"{'label': 'positive', 'score': 0.8838130235671997}"
没事儿,positive,没事儿,"{'label': 'neutral', 'score': 0.5349140167236328}"
你那天给我按摩按得好舒服,positive,你 那天 给 我 按摩 按 得 好 舒服,"{'label': 'positive', 'score': 0.727654218673706}"
我情不自禁,positive,我 情不自禁,"{'label': 'negative', 'score': 0.7406941056251526}"
所以才 我本来想等你回来再跟你解释的,negative,所以 才 我 本来 想 等 你 回来 再 跟 你 解释 的,"{'label': 'negative', 'score': 0.726115882396698}"
可是你去买红花油,negative,可是 你 去 买 红花 油,"{'label': 'negative', 'score': 0.9146255254745483}"
一直都没有回来,negative,一直 都 没有 回来,"{'label': 'negative', 'score': 0.8774202466011047}"
我想你可能是生气了,negative,我 想 你 可能 是 生气 了,"{'label': 'neutral', 'score': 0.49368274211883545}"
你后来去哪了,negative,你 后来 去 哪 了,"{'label': 'negative', 'score': 0.9256117343902588}"
诺澜我实话跟你说,negative,诺澜 我 实话 跟 你 说,"{'label': 'negative', 'score': 0.8867431282997131}"
那天子乔打电话给我,negative,那 天子 乔 打电话 给 我,"{'label': 'neutral', 'score': 0.7297185063362122}"
告诉我一菲的腿也扭伤了,negative,告诉 我 一 菲 的 腿 也 扭伤 了,"{'label': 'negative', 'score': 0.8841925859451294}"
让我去拿瓶红花油,negative,让 我 去 拿 瓶 红花 油,"{'label': 'positive', 'score': 0.6563661098480225}"
可是红花油在隔壁房间,negative,可是 红花油 在 隔壁 房间,"{'label': 'negative', 'score': 0.6377405524253845}"
你又刚刚亲了我,negative,你 又 刚刚 亲 了 我,"{'label': 'positive', 'score': 0.8297742009162903}"
我怕我一旦进去就再也出不来了,negative,我 怕 我 一旦 进去 就 再 也 出 不 来 了,"{'label': 'negative', 'score': 0.5074746608734131}"
就又出去买了一瓶,negative,就 又 出去 买 了 一 瓶,"{'label': 'negative', 'score': 0.3912496268749237}"
你那么怕我吗,negative,你 那么 怕 我 吗,"{'label': 'positive', 'score': 0.42150992155075073}"
我是怕你误会,negative,我 是 怕 你 误会,"{'label': 'negative', 'score': 0.5912957191467285}"
我明白了,negative,我 明白 了,"{'label': 'neutral', 'score': 0.5128955841064453}"
在你心里一菲才是最重要的,negative,在 你 心里 一 菲 才 是 最 重要 的,"{'label': 'neutral', 'score': 0.5567491054534912}"
你已经做出选择了,negative,你 已经 做出 选择 了,"{'label': 'negative', 'score': 0.5757976174354553}"
不是我选的 是硬币选的,negative,不是 我 选 的 是 硬币 选 的,"{'label': 'negative', 'score': 0.5606940984725952}"
是我自作多情了,negative,是 我 自作多情 了,"{'label': 'negative', 'score': 0.8985550403594971}"
你当我没来过好了,negative,你 当 我 没 来 过 好 了,"{'label': 'negative', 'score': 0.7909842133522034}"
诺兰我不是故意要伤害你的诺澜,negative,诺兰 我 不是 故意 要 伤害 你 的 诺澜,"{'label': 'negative', 'score': 0.8960991501808167}"
诺澜 你听我说 啊 诺澜,negative,诺澜 你 听 我 说 啊 诺澜,"{'label': 'negative', 'score': 0.5080785751342773}"
你听我说,negative,你 听 我 说,"{'label': 'negative', 'score': 0.5325798988342285}"
诺澜,negative,诺澜,"{'label': 'neutral', 'score': 0.5139566659927368}"
悠悠我太佩服你了,positive,悠悠 我 太 佩服 你 了,"{'label': 'neutral', 'score': 0.43264514207839966}"
关谷这点小九九被你完爆了,positive,关谷 这点 小九九 被 你 完爆 了,"{'label': 'negative', 'score': 0.6917605996131897}"
那是真正的boss在这儿,positive,那 是 真正 的 boss 在 这儿,"{'label': 'positive', 'score': 0.562737762928009}"
要不是关谷啊,positive,要不是 关谷 啊,"{'label': 'neutral', 'score': 0.5363881587982178}"
我都差点把这盒巧克力给忘了,positive,我 都 差点 把 这 盒 巧克力 给 忘 了,"{'label': 'positive', 'score': 0.6549140810966492}"
你尝尝特别好吃,positive,你 尝尝 特别 好吃,"{'label': 'positive', 'score': 0.7672251462936401}"
酒心儿的好刺激,positive,酒心儿 的 好 刺激,"{'label': 'positive', 'score': 0.6320498585700989}"
你喜欢就都拿去,positive,你 喜欢 就 都 拿 去,"{'label': 'neutral', 'score': 0.4546250104904175}"
别浪费,positive,别 浪费,"{'label': 'positive', 'score': 0.6119065880775452}"
好啊,positive,好 啊,"{'label': 'neutral', 'score': 0.5131110548973083}"
谢谢,positive,谢谢,"{'label': 'positive', 'score': 0.4767148494720459}"
等等,negative,等等,"{'label': 'negative', 'score': 0.5069238543510437}"
你是不是有事瞒着我,negative,你 是 不是 有 事瞒 着 我,"{'label': 'negative', 'score': 0.8923376202583313}"
没有,negative,没有,"{'label': 'negative', 'score': 0.44834813475608826}"
那根验孕棒是你的吧,positive,那 根验 孕棒 是 你 的 吧,"{'label': 'neutral', 'score': 0.7068350315093994}"
你在说什么呢,negative,你 在 说 什么 呢,"{'label': 'negative', 'score': 0.5578318238258362}"
我想通了,positive,我 想 通 了,"{'label': 'negative', 'score': 0.49370622634887695}"
我全都想通了,positive,我 全都 想通 了,"{'label': 'negative', 'score': 0.5363380908966064}"
关谷从垃圾桶里找到的并不都是浮云,positive,关谷 从 垃圾桶 里 找到 的 并不 都 是 浮云,"{'label': 'neutral', 'score': 0.9319050908088684}"
手纸 快递单,positive,手纸 快递单,"{'label': 'neutral', 'score': 0.8563832640647888}"
巧克力原来巧克力才是关键,positive,巧克力 原来 巧克力 才 是 关键,"{'label': 'positive', 'score': 0.7497456073760986}"
什么意思,negative,什么 意思,"{'label': 'negative', 'score': 0.9494588971138}"
我们从头至尾一直没有在意,positive,我们 从头至尾 一直 没有 在意,"{'label': 'negative', 'score': 0.6870657205581665}"
为什么垃圾桶里会有半块巧克力,positive,为什么 垃圾桶 里 会 有 半块 巧克力,"{'label': 'negative', 'score': 0.8573483228683472}"
是你吐在里边的吧,positive,是 你 吐 在 里边 的 吧,"{'label': 'negative', 'score': 0.7184010148048401}"
那天某人在厕所里用了早早孕,positive,那天 某人 在 厕所 里 用 了 早早 孕,"{'label': 'neutral', 'score': 0.52260822057724}"
等待试纸反应需要5分钟,positive,等待 试纸 反应 需要 5 分钟,"{'label': 'neutral', 'score': 0.635381817817688}"
这期间他刚好收到了一盒快递的巧克力,positive,这 期间 他 刚好 收到 了 一 盒 快递 的 巧克力,"{'label': 'neutral', 'score': 0.58903568983078}"
于是他准备边吃边等,positive,于是 他 准备 边 吃边 等,"{'label': 'neutral', 'score': 0.7037115693092346}"
可当他发现结果是两条杠的时候顿时慌了,positive,可 当 他 发现 结果 是 两 条 杠 的 时候 顿时 慌 了,"{'label': 'neutral', 'score': 0.5201345086097717}"
同时他也突然意识到嘴里吃的不是普通巧克力,positive,同时 他 也 突然 意识 到 嘴里 吃 的 不是 普通 巧克力,"{'label': 'neutral', 'score': 0.6434716582298279}"
而是酒心巧克力,positive,而是 酒心 巧克力,"{'label': 'negative', 'score': 0.5061016082763672}"
可怀孕的人可以碰酒精吗,positive,可 怀孕 的 人 可以 碰酒精 吗,"{'label': 'negative', 'score': 0.7585292458534241}"
于是他把巧克力吐了出来,positive,于是 他 把 巧克力 吐 了 出来,"{'label': 'negative', 'score': 0.7025123238563538}"
所以快递单上留下的褐色液体应该不是别的,positive,所以 快递单 上 留下 的 褐色 液体 应该 不是 别的,"{'label': 'neutral', 'score': 0.858444333076477}"
而正是酒心巧克力里的酒 真相只有一个,positive,而 正是 酒心 巧克力 里 的 酒 真相 只有 一个,"{'label': 'negative', 'score': 0.4654388427734375}"
美嘉 怀孕的,positive,美嘉 怀孕 的,"{'label': 'neutral', 'score': 0.710086464881897}"
该不会就是你吧,positive,该 不 会 就是 你 吧,"{'label': 'positive', 'score': 0.43090125918388367}"
我只是怕太甜了,negative,我 只是 怕 太 甜 了,"{'label': 'positive', 'score': 0.5178080797195435}"
我怕蛀牙 来喝一口给我看看,negative,我 怕 蛀牙 来 喝 一 口 给 我 看看,"{'label': 'positive', 'score': 0.7982574105262756}"
谁是孩子的爸爸,negative,谁 是 孩子 的 爸爸,"{'label': 'negative', 'score': 0.8198999762535095}"
我也不知道 悠悠能答应我,negative,我 也 不 知道 悠悠 能 答应 我,"{'label': 'negative', 'score': 0.9295207858085632}"
不告诉别人吗,negative,不 告诉 别人 吗,"{'label': 'negative', 'score': 0.5822163224220276}"
说说你最近的情况吧,neutral,说说 你 最近 的 情况 吧,"{'label': 'neutral', 'score': 0.6344076991081238}"
我最近怎么说,positive,我 最近 怎么 说,"{'label': 'negative', 'score': 0.5867246389389038}"
牙齿越来越白,positive,牙齿 越来越 白,"{'label': 'positive', 'score': 0.40019166469573975}"
皮肤越来越透,positive,皮肤 越来越 透,"{'label': 'positive', 'score': 0.8684792518615723}"
女人生活要静心,positive,女人 生活 要 静心,"{'label': 'neutral', 'score': 0.9000465869903564}"
总之还不错啦,positive,总之 还 不错 啦,"{'label': 'positive', 'score': 0.49232029914855957}"
胡老师 这是诊所 咱们不能光说好的一面,negative,胡 老师 这是 诊所 咱们 不 能 光 说 好的 一面,"{'label': 'negative', 'score': 0.4910763204097748}"
谈谈问题吧,neutral,谈谈 问题 吧,"{'label': 'neutral', 'score': 0.5185490846633911}"
问题啊,neutral,问题 啊,"{'label': 'negative', 'score': 0.5038599967956543}"
偶尔也有,neutral,偶尔 也 有,"{'label': 'negative', 'score': 0.5331181287765503}"
睫毛掉的多,neutral,睫 毛掉 的 多,"{'label': 'negative', 'score': 0.3990139067173004}"
指甲长得慢,neutral,指甲 长 得 慢,"{'label': 'neutral', 'score': 0.8185704946517944}"
困了想吃饭,neutral,困 了 想 吃饭,"{'label': 'neutral', 'score': 0.5613859295845032}"
饿了想睡觉,neutral,饿 了 想 睡觉,"{'label': 'neutral', 'score': 0.40254321694374084}"
我是心理医生,negative,我 是 心理 医生,"{'label': 'neutral', 'score': 0.5681601762771606}"
我最近有些健忘,negative,我 最近 有些 健忘,"{'label': 'negative', 'score': 0.8343841433525085}"
这算不算心理问题,positive,这 算 不 算 心理 问题,"{'label': 'negative', 'score': 0.8541287183761597}"
我是来干嘛,neutral,我 是 来 干嘛,"{'label': 'neutral', 'score': 0.5569202303886414}"
你在学校里故意破坏公物,neutral,你 在 学校 里 故意 破坏 公物,"{'label': 'negative', 'score': 0.9227103590965271}"
不会吧,neutral,不 会 吧,"{'label': 'negative', 'score': 0.6416419148445129}"
三次,neutral,三 次,"{'label': 'negative', 'score': 0.6271790266036987}"
那都是小事儿,neutral,那 都 是 小事儿,"{'label': 'negative', 'score': 0.38614803552627563}"
如果是小事情,negative,如果 是 小 事情,"{'label': 'negative', 'score': 0.6245535016059875}"
学校就不会把你送到这来,negative,学校 就 不 会 把 你 送到 这 来,"{'label': 'negative', 'score': 0.5737205743789673}"
